"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Pakistan","PAK",209268155,2.5403949426681,1,55,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,0,4,2,4,4,2,5,2,2,0,0
"Pakistan","PAK",111307657,2.92289112842773,2,30,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,2,2,3,2,1,2,,0,0,2,4,4,2,2,5,1,2,0,0
"Pakistan","PAK",140215100,3.78443057226974,1,93,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",180810059,0.418585449787787,2,32,1,5,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,2,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,2,1,,1,0,4,4,4,4,2,1,1,1,1,0
"Pakistan","PAK",123868177,0.288467693383325,2,34,1,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,2,2,1,,3,1,4,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,3,2,2,1,,1,1,1,2,1,2,,0,1,2,4,4,2,2,3,1,1,1,0
"Pakistan","PAK",174545533,0.436257612656148,2,50,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,2,2,,0,1,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",205997848,3.78443057226974,2,40,1,5,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,1,4,2,1,,0,1,4,4,4,2,2,5,1,2,0,0
"Pakistan","PAK",120164940,1.29135138180108,2,38,1,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,2,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,2,,3,2,1,1,1,,,1,1,,,1,2,2,,,2,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,0,0,3,4,4,4,3,1,1,1,1,0
"Pakistan","PAK",208755225,3.31348003149412,1,28,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,2,2,2,3,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",210073316,1.26953568871441,1,25,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",188194514,3.78443057226974,2,22,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",116196278,0.76917445784016,2,31,3,5,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,1,2,2,2,2,,,,2,,,,,,1,2,2,2,3,2,,1,2,2,2,1,,1,2,1,2,,,2,2,1,1,3,1,,0,1,3,2,4,1,4,4,1,1,1,0
"Pakistan","PAK",121182167,0.441670149034172,1,26,2,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",155242725,0.424192189614442,1,40,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,6,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,3,2,,0,1,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",130763311,0.315618515939517,1,40,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",151833651,0.750767036170349,2,62,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",117067064,0.67943741309391,1,18,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,1,4,4,4,4,4,5,2,1,0,0
"Pakistan","PAK",136957709,0.352560567602532,1,20,2,5,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,2,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",164953570,0.404697078795519,2,40,1,5,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,2,2,1,,0,0,2,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",191133788,0.994009907439124,1,30,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,2,1,4,3,,0,0,2,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",182749614,0.961029357418803,1,42,1,4,1,2,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,2,3,1,1,,0,0,4,4,4,4,1,5,1,1,1,0
"Pakistan","PAK",161069103,0.251685658595747,1,47,1,5,2,2,0,0,0,,,3,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,,,,,2,,,1,3,2,,,,2,2,,2,2,2,3,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,3,,,,,,1,3,2,4,6,3,,0,0,4,4,4,5,4,5,1,2,0,0
"Pakistan","PAK",124495812,0.251685658595747,2,30,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,2,,0,1,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",177622016,1.3583435120408,1,20,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",194087057,2.19969619537171,2,16,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,4,3,1,4,,1,,0,0,2,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",118112309,3.59976334785903,1,60,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",147169006,1.44640973666527,2,25,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,5,1,1,4,2,1,,0,0,2,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",165378081,1.70088858144586,2,20,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,4,4,1,4,,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",190358310,0.264738191147821,1,32,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",181647564,0.351521396645024,2,33,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,3,2,2,1,,1,1,1,2,2,1,,0,1,2,4,4,2,2,5,1,2,0,0
"Pakistan","PAK",130795551,1.00594973841449,1,18,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",206620506,0.890445269326008,2,34,2,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,3,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,1,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",137987420,0.321766530512714,2,50,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,3,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,4,,,,,,,2,2,,,,,1,1,2,2,2,2,2,2,1,3,1,2,,0,0,5,4,4,3,2,5,1,2,0,0
"Pakistan","PAK",199297345,1.72806622107167,1,20,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,1,1,,1,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",140740430,0.828134333562907,1,17,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,1,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,1,4,4,4,4,4,5,2,1,0,0
"Pakistan","PAK",182787928,0.251685658595747,1,28,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",156272203,0.573482332119385,1,55,2,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,1,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,2,2,2,2,,1,1,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",189083912,1.49769262102919,2,62,1,5,1,2,1,1,1,2,2,1,2,,1,2,2,,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,1,1,1,1,2,2,2,2,1,2,2,1,1,,,1,1,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,1,0,4,4,4,4,1,1,1,1,1,0
"Pakistan","PAK",192132409,3.19784740986188,1,15,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,3,3,3,1,3,3,3,2,3,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,1,1,3,2,2,,0,0,4,4,4,2,4,5,2,2,0,0
"Pakistan","PAK",150593548,0.774143797124369,2,52,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,1,2,2,1,1,2,2,2,1,2,2,2,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,1,2,3,1,,1,1,2,4,4,4,2,4,2,2,0,0
"Pakistan","PAK",209762672,2.63565291109181,1,40,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,3,3,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,3,3,2,,0,0,4,4,4,4,4,5,2,3,0,0
"Pakistan","PAK",139922407,2.48511002362058,1,26,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,1,3,2,3,2,3,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",134429230,0.428452911090272,2,33,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,1,1,2,3,1,,0,0,4,2,4,4,2,5,1,2,0,0
"Pakistan","PAK",194907371,0.355248385983728,2,41,3,5,1,1,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,1,4,4,4,4,5,1,1,1,0
"Pakistan","PAK",187878612,0.998644218356922,1,42,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",184993725,0.286741166059693,1,55,2,5,1,2,1,1,0,1,2,1,1,2,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,2,1,2,,0,0,1,4,4,4,2,5,1,2,1,0
"Pakistan","PAK",196312545,1.07116902561161,2,32,2,4,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,2,2,1,,1,1,1,4,4,4,2,5,1,1,1,0
"Pakistan","PAK",203285922,0.589390338719225,1,45,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,3,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",125673458,0.706477913835595,2,36,1,1,2,1,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,1,1,1,1,2,3,1,,0,0,4,4,4,1,4,5,1,2,0,0
"Pakistan","PAK",159618664,0.961029357418803,1,35,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,2,2,2,2,2,1,1,1,1,1,2,,0,0,4,4,4,3,2,5,1,2,0,0
"Pakistan","PAK",150933971,1.27019747133405,1,55,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",158480414,0.428452911090272,2,28,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,3,2,,0,1,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",136675032,2.55133287216879,2,19,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,2,1,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,3,2,1,,0,0,4,4,4,4,4,5,1,1,1,0
"Pakistan","PAK",151454594,1.38159973420992,1,17,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,3,3,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,3,3,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",126402597,0.254047776086376,2,45,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,3,2,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",138596192,0.800266415044801,1,52,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,3,1,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",136649495,0.251685658595747,1,22,2,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",143602281,1.66320856753643,2,35,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,7,,,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,2,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",181970077,1.72109531899567,1,24,3,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,1,1,1,1,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",174732669,0.528100137009236,2,50,1,2,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,3,1,2,0,0
"Pakistan","PAK",129550556,0.277944759980092,2,50,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,2,3,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,2,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,2,2,,1,0,2,4,4,4,3,5,1,2,0,0
"Pakistan","PAK",124329942,0.251685658595747,2,58,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,2,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,2,1,2,1,2,,0,0,2,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",191345757,0.407764472941546,1,27,1,3,2,2,0,0,0,,,3,,,,,,,,,,,,,,3,3,3,2,3,3,3,3,3,,,,,2,,,2,2,3,,,,2,3,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",189151510,1.47117374215084,2,25,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,7,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,2,3,1,,1,0,4,4,4,2,3,5,2,1,0,0
"Pakistan","PAK",204929553,0.257256985593974,1,30,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,3,2,,0,1,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",122398188,0.335973614453703,1,30,3,5,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,1,,1,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",144378217,0.928940686903345,2,50,1,2,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,2,4,4,4,2,3,1,2,0,0
"Pakistan","PAK",134830837,0.986830389491998,2,38,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,7,,,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,4,1,,0,0,4,4,4,4,2,1,2,2,0,0
"Pakistan","PAK",143110436,1.96321981935443,2,50,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,3,1,,0,0,4,4,4,2,4,5,2,2,0,0
