"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Pakistan","PAK",210973206,0.994009907439124,1,25,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,1,4,2,4,4,2,5,1,2,0,0
"Pakistan","PAK",155784055,0.534652140045697,1,28,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,1,1,1,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",169421828,0.348612685694912,2,31,3,4,1,2,1,1,0,1,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,2,1,1,,,1,1,,,1,1,2,2,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,2,4,2,,0,0,2,4,4,4,1,1,1,1,1,0
"Pakistan","PAK",209168306,0.251685658595747,1,25,3,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,1,4,4,4,4,4,1,1,1,0,0
"Pakistan","PAK",188513798,0.251685658595747,1,28,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,2,,,2,2,3,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",169754596,0.497442759285608,1,44,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,3,1,2,1,2,,,,,1,1,,2,2,1,2,1,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,2,2,2,,,,,,1,1,1,1,4,1,,0,0,4,4,3,4,2,5,1,2,0,0
"Pakistan","PAK",193111517,0.440912608892491,2,25,2,5,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,1,3,1,,,,,,,,,,1,2,2,1,1,3,,1,3,2,,,,2,4,2,2,2,3,2,,1,2,2,1,1,,,1,1,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,2,3,,2,,1,1,1,4,4,4,2,1,1,1,1,1
"Pakistan","PAK",198811482,0.631294038447556,1,38,2,4,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,1,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,1,2,,1,2,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,1,4,4,4,4,2,1,1,2,1,0
"Pakistan","PAK",187086643,0.309646895634448,2,47,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,3,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,4,1,1,3,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",141057023,0.251685658595747,1,45,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,1,,,,,2,,,2,2,2,,,,1,2,,1,2,2,2,2,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,1,0,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",156432984,0.566575910313725,2,40,1,5,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",138522743,1.34126631788598,1,22,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",181875626,0.579366608879666,2,45,3,4,1,2,1,1,1,2,2,1,1,2,2,2,2,,,,2,,1,2,2,,,,,,,,,,4,2,2,1,2,,,1,2,2,,,,2,2,2,2,2,2,2,,3,3,1,4,,,,4,,,,2,,,,,,4,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,1,2,,0,0,5,4,4,4,4,6,1,1,1,0
"Pakistan","PAK",204220244,0.407764472941546,1,25,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,3,3,3,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,3,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",116809204,0.644956935441008,2,50,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,4,1,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,2,4,1,,,2,2,,,,,2,,,,,,1,1,1,3,2,2,,1,1,2,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",136891696,0.994009907439124,1,26,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,7,,,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,3,2,3,1,1,,0,0,4,4,4,4,2,1,1,1,0,0
"Pakistan","PAK",146119109,2.55133287216879,2,23,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,4,2,4,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",186914493,1.26147685740831,1,26,1,4,1,2,1,1,1,,,2,,,,,,,,,,,,,,,1,1,1,1,2,1,1,2,2,2,2,2,2,,,1,2,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,1,1,,,1,1,1,2,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,1,3,3,2,,0,0,1,4,4,4,1,1,1,1,1,0
"Pakistan","PAK",113539531,0.309646895634448,2,50,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",159704772,0.25804793237479,2,46,2,5,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",144537526,0.689615026720467,2,24,2,5,1,2,1,1,0,1,1,1,1,2,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,2,,0,0,1,4,4,4,2,5,1,1,1,0
"Pakistan","PAK",168086761,0.251685658595747,1,48,2,4,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,1,2,,2,2,2,,,,2,1,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,1,1,2,2,2,2,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,0,3,4,4,4,4,5,1,2,1,1
"Pakistan","PAK",120494521,0.414237144668014,2,40,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,3,1,1,1,1,,0,0,2,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",179435538,1.72533905165291,1,20,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,2,1,0,0
"Pakistan","PAK",178392340,2.05409789835708,2,52,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",186455329,1.1720392594058,2,30,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,1,4,4,,4,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",156886805,0.804732182370739,1,23,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,,,,2,,,3,2,4,,,,2,4,,2,3,2,2,,3,1,1,2,,,,3,,,,1,2,2,,,1,4,,,,,,,2,2,,,,,2,,,,,,2,3,2,1,4,1,,0,0,5,4,4,4,2,6,2,2,0,0
"Pakistan","PAK",150146219,0.251685658595747,1,39,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",160516501,3.78443057226974,1,23,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",184557730,1.66320856753643,2,36,1,2,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,2,1,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,0,0,4,4,4,4,4,5,1,2,1,0
"Pakistan","PAK",194392401,0.551750761498956,1,15,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",169842463,2.5884172243049,2,40,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,,,,,2,,,1,2,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",190676320,2.47490643570294,1,35,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,2,3,2,1,,0,0,4,4,4,2,4,3,2,2,0,0
"Pakistan","PAK",145207512,0.540987256045786,2,38,2,5,1,2,1,1,1,1,1,1,1,2,1,1,2,,,,2,,1,1,1,,,,,,,,,,2,2,2,2,2,,,1,1,2,,,,2,2,2,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,1,1,3,,,1,2,1,2,,,2,2,2,,,,,1,1,2,2,1,,4,4,2,2,4,2,,0,0,1,4,4,2,1,1,1,1,1,0
"Pakistan","PAK",193324534,0.656585439568801,2,40,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,1,1,1,,0,0,4,4,4,2,3,5,1,2,0,0
"Pakistan","PAK",180521911,0.438749592694598,1,32,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",191013485,0.255954364055057,1,35,3,5,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,3,2,3,3,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",178270736,3.78443057226974,1,55,1,3,2,2,1,1,0,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,1,1,1,2,1,0
"Pakistan","PAK",192325396,0.38458722892008,2,32,3,5,1,1,1,1,0,1,1,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,3,2,1,1,,,1,1,,,1,1,2,1,,,1,1,1,2,,,2,1,2,1,2,,,2,,,,,,2,1,2,2,2,2,,0,1,1,1,4,4,1,1,1,1,1,0
"Pakistan","PAK",133180030,0.696356177862332,2,20,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,4,1,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,4,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,1,2,,0,1,5,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",124986632,0.690799867104958,1,16,1,1,2,1,0,0,0,,,3,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,2,,,3,3,2,,,,3,3,,2,3,3,3,,7,,,3,,,,3,,,,2,,,,,,3,,,,,,,3,3,,,,,2,,,,,,5,1,1,1,3,1,,0,0,5,5,5,4,4,6,2,2,0,0
"Pakistan","PAK",112897075,0.543740487679896,2,25,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,4,4,1,3,,2,,0,0,4,4,4,2,2,5,1,2,0,0
"Pakistan","PAK",153916106,0.849216244633223,2,52,1,3,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,2,2,1,1,,0,0,4,4,4,2,2,5,1,2,0,0
"Pakistan","PAK",119432201,0.448786218468266,1,27,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,2,3,1,3,3,2,,0,0,4,4,4,3,4,5,1,2,0,0
"Pakistan","PAK",150971192,0.309646895634448,2,50,2,5,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,4,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",204147604,1.72561148286993,2,40,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,1,1,1,3,2,,0,1,4,4,4,2,2,5,2,2,0,0
"Pakistan","PAK",129975483,0.251685658595747,1,40,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,1,3,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,1,1,1,1,1,1,,0,1,4,4,4,3,4,5,2,2,0,0
"Pakistan","PAK",166499696,0.251685658595747,1,35,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,3,2,3,1,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",114042134,0.294002804072928,1,45,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,1,2,,1,1,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",193203800,0.317224784613472,1,30,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,1,2,2,1,,1,1,2,2,1,,1,1,1,2,3,2,,0,0,4,4,2,2,4,4,1,2,0,0
"Pakistan","PAK",118252391,0.718380186250059,1,45,1,4,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1,1,1,1,2,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,1,1,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",202622985,1.51395646054833,2,34,2,1,2,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,1,1,2,1,1,1,,2,2,2,,,,2,1,1,1,1,2,2,2,3,2,1,2,,,,2,,,,2,,,,,,1,1,1,1,,,1,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,1,4,4,4,4,5,1,1,1,1
"Pakistan","PAK",175453000,1.08395844689361,2,43,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,2,2,2,2,,0,1,4,4,4,2,4,3,1,2,0,0
"Pakistan","PAK",117487407,0.251685658595747,1,40,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",188909988,3.20112454772497,2,40,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,3,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,1,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",165459130,0.350420420257047,1,40,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",177372054,0.860547659497836,1,19,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,2,2,1,1,2,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,2,1,2,2,2,2,2,,2,2,,,,,2,,,,,,3,3,3,2,,2,,0,0,3,4,4,4,3,5,2,2,0,0
"Pakistan","PAK",185174832,1.67865847642407,2,33,2,1,2,2,1,1,1,2,2,1,2,,1,2,2,,,,2,,1,1,1,,,,,,,,,,,,,1,2,,,2,1,2,,,,2,2,2,2,2,2,2,,3,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,1,2,1,1,,,1,2,2,1,,,2,2,2,2,2,2,,0,0,4,1,4,1,4,1,1,1,1,0
"Pakistan","PAK",145874233,0.690799867104958,1,17,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,4,2,,,,2,,,,3,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,3,2,,0,0,4,4,4,4,5,5,2,2,0,0
"Pakistan","PAK",138049640,0.251685658595747,1,30,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,1,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,1,2,1,1,,1,1,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",198655026,0.257256985593974,1,30,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",178288114,2.39468277362857,1,50,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,3,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",160807994,2.20135675737559,1,20,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,3,1,,1,0,4,4,4,4,4,5,2,1,0,0
"Pakistan","PAK",177389665,1.78089053865202,2,30,1,1,1,2,1,1,1,1,2,1,2,,1,2,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,2,,2,2,1,1,1,,,1,1,,,1,2,2,,,1,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,0,1,4,4,4,2,1,1,1,1,0
"Pakistan","PAK",194716006,0.251685658595747,1,35,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,1,2,1,3,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,1,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,2,3,1,,1,1,4,2,4,4,2,5,1,2,0,0
"Pakistan","PAK",178584910,0.251685658595747,1,31,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,3,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",143431553,0.634449569226945,1,28,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,1,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",184884997,0.428452911090272,2,33,2,4,1,2,1,1,1,2,2,1,2,,1,1,2,,,,3,,1,1,1,,,,,,,,,,1,2,2,1,2,,,1,1,2,,,,2,1,2,2,2,2,2,,3,2,1,1,1,,,1,1,,,1,1,1,2,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,1,1,4,2,,1,0,2,4,4,4,1,1,1,1,1,0
"Pakistan","PAK",187898233,0.251685658595747,1,25,2,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,5,1,1,0,0
